监测时间,SO2监测浓度(μg/m3),NO2监测浓度(μg/m3),PM10监测浓度(μg/m3),PM2.5监测浓度(μg/m3),O3监测浓度(μg/m3),CO监测浓度(mg/m3),温度(℃),湿度(%),气压(MBar),风速(m/s),风向(°),云量,长波辐射（W/m2）
2020-03-18 07:00:00,6.0,65.0,74.0,40.0,2.0,0.7,20.6,81.0,1015.0,0.9,64.9,0.703028,362.228
2020-03-18 08:00:00,7.0,70.0,68.0,38.0,2.0,0.7,20.9,79.0,1015.4,1.6,90.0,0.6655,362.007
2020-03-18 09:00:00,6.0,65.0,84.0,42.0,2.0,0.8,20.1,88.0,1017.2,1.5,39.4,0.633577,362.819
2020-03-18 10:00:00,5.0,56.0,52.0,49.0,17.0,0.8,20.2,91.0,1016.4,1.3,94.9,0.744333,377.208
2020-03-18 11:00:00,5.0,46.0,43.0,45.0,48.0,0.7,21.0,86.0,1015.2,1.4,62.1,0.675224,381.188
2020-03-18 12:00:00,5.0,33.0,29.0,34.0,68.0,0.6,21.6,81.0,1014.5,1.1,51.6,0.725417,380.921
2020-03-18 13:00:00,5.0,28.0,30.0,27.0,71.0,0.6,21.7,81.0,1013.7,1.4,250.8,0.804773,379.919
2020-03-18 14:00:00,5.0,48.0,37.0,23.0,48.0,0.7,21.2,86.0,1012.3,1.1,85.6,0.804773,379.919
2020-03-18 15:00:00,4.0,50.0,37.0,25.0,50.0,0.6,21.2,87.0,1011.3,1.3,80.2,0.815001,408.67
2020-03-18 16:00:00,5.0,47.0,42.0,32.0,53.0,0.7,21.9,84.0,1011.0,0.8,69.8,0.808924,412.182
2020-03-18 17:00:00,5.0,53.0,40.0,34.0,45.0,0.7,21.9,83.0,1011.3,0.7,24.7,0.907544,415.147
2020-03-18 18:00:00,5.0,50.0,37.0,31.0,36.0,0.8,21.8,84.0,1011.7,0.3,13.5,0.845944,415.746
2020-03-18 19:00:00,5.0,66.0,42.0,27.0,14.0,0.7,21.4,86.0,1011.9,0.7,87.4,0.910636,419.085
2020-03-18 20:00:00,5.0,54.0,39.0,31.0,28.0,0.7,21.0,85.0,1012.7,1.0,97.8,0.852646,393.775
2020-03-18 21:00:00,5.0,28.0,29.0,27.0,48.0,0.6,21.2,83.0,1013.4,0.5,90.4,0.942802,422.468
2020-03-18 22:00:00,6.0,57.0,40.0,23.0,10.0,0.7,20.9,86.0,1013.7,0.4,75.9,0.894406,423.621
2020-03-18 23:00:00,5.0,64.0,37.0,33.0,4.0,0.7,20.6,88.0,1013.4,0.4,51.7,0.914906,420.07
2020-03-19 00:00:00,5.0,55.0,51.0,32.0,10.0,0.7,20.6,88.0,1012.7,0.5,55.3,0.906687,419.607
2020-03-19 01:00:00,5.0,50.0,51.0,36.0,9.0,0.7,20.6,88.0,1012.1,0.5,84.6,0.941298,417.64
2020-03-19 02:00:00,6.0,51.0,58.0,41.0,8.0,0.7,20.6,88.0,1011.4,1.3,110.6,0.939671,417.264
2020-03-19 03:00:00,8.0,70.0,60.0,40.0,0.0,0.7,20.7,88.0,1011.0,0.9,80.8,0.0,321.276
2020-03-19 04:00:00,7.0,70.0,48.0,45.0,0.0,0.7,20.5,89.0,1010.9,0.6,59.2,0.0,317.401
2020-03-19 05:00:00,6.0,68.0,50.0,37.0,0.0,0.7,20.5,90.0,1011.2,0.6,65.5,0.0,315.328
2020-03-19 06:00:00,6.0,69.0,46.0,37.0,0.0,0.8,20.5,90.0,1011.5,0.8,70.8,0.0,313.07
2020-03-19 07:00:00,7.0,69.0,40.0,34.0,1.0,0.8,20.8,88.0,1012.3,0.8,97.6,0.0,312.77
2020-03-19 08:00:00,8.0,69.0,46.0,36.0,2.0,0.8,21.4,84.0,1013.2,0.6,40.4,0.0,312.75
2020-03-19 09:00:00,7.0,63.0,47.0,34.0,1.0,0.9,21.8,82.0,1014.1,0.4,278.0,0.0,312.842
2020-03-19 10:00:00,6.0,62.0,63.0,35.0,0.0,1.0,21.3,86.0,1014.6,1.1,336.3,0.15279,316.023
2020-03-19 11:00:00,5.0,50.0,31.0,39.0,9.0,0.8,20.3,92.0,1014.5,1.8,15.0,0.315031,323.98
2020-03-19 12:00:00,4.0,39.0,31.0,9.0,19.0,0.7,20.0,92.0,1014.0,2.0,42.2,0.315031,323.98
2020-03-19 13:00:00,4.0,32.0,4.0,6.0,43.0,0.6,19.6,91.0,1013.5,2.3,52.7,0.563072,334.81
2020-03-19 14:00:00,4.0,37.0,8.0,5.0,37.0,0.7,19.5,91.0,1013.2,1.2,18.0,0.910493,403.918
2020-03-19 15:00:00,4.0,46.0,13.0,7.0,31.0,0.7,19.3,92.0,1012.3,1.6,94.2,0.932874,347.497
2020-03-19 16:00:00,4.0,42.0,15.0,12.0,39.0,0.6,19.4,92.0,1011.5,1.5,83.1,0.959952,352.533
2020-03-19 17:00:00,4.0,49.0,14.0,8.0,29.0,0.7,19.7,90.0,1011.6,1.0,71.6,0.78514,413.305
2020-03-19 18:00:00,4.0,48.0,22.0,12.0,28.0,0.7,19.8,89.0,1012.2,0.7,51.4,0.999119,416.768
2020-03-19 19:00:00,4.0,57.0,20.0,11.0,18.0,0.7,19.8,90.0,1013.0,0.9,22.3,0.946997,364.587
2020-03-19 20:00:00,4.0,54.0,28.0,19.0,20.0,0.7,19.8,88.0,1013.8,0.9,42.7,0.832245,367.056
2020-03-19 21:00:00,5.0,62.0,28.0,22.0,11.0,0.7,19.8,87.0,1014.6,1.3,30.2,0.966284,369.022
2020-03-19 22:00:00,5.0,68.0,39.0,23.0,3.0,0.8,19.7,87.0,1014.9,1.0,52.1,0.910936,376.269
2020-03-19 23:00:00,6.0,59.0,35.0,25.0,4.0,0.8,19.6,88.0,1014.6,0.7,65.5,0.88976,419.315
2020-03-20 00:00:00,6.0,60.0,32.0,27.0,1.0,0.8,19.7,88.0,1014.3,0.6,61.5,0.924626,409.013
2020-03-20 01:00:00,6.0,60.0,38.0,19.0,0.0,0.8,19.7,88.0,1013.8,0.7,29.4,0.842251,411.294
2020-03-20 02:00:00,8.0,60.0,36.0,26.0,0.0,0.8,19.6,88.0,1013.0,0.9,42.0,0.875463,408.841
2020-03-20 03:00:00,9.0,60.0,36.0,24.0,0.0,0.8,19.7,87.0,1012.8,0.7,39.6,0.879779,411.862
2020-03-20 04:00:00,8.0,59.0,37.0,26.0,0.0,0.8,19.7,87.0,1012.5,0.7,38.1,0.932266,413.516
2020-03-20 05:00:00,8.0,56.0,32.0,23.0,0.0,0.8,19.7,87.0,1012.8,0.6,39.2,0.89184,400.252
2020-03-20 06:00:00,8.0,52.0,48.0,24.0,1.0,0.8,19.5,88.0,1013.5,1.1,33.1,0.794906,412.814
2020-03-20 07:00:00,7.0,49.0,66.0,30.0,4.0,0.8,19.3,91.0,1013.8,1.3,52.7,0.827689,413.358
2020-03-20 08:00:00,8.0,48.0,52.0,44.0,3.0,0.9,19.5,91.0,1014.9,1.0,44.9,0.883394,413.565
2020-03-20 09:00:00,10.0,46.0,46.0,42.0,7.0,0.8,19.8,89.0,1015.4,1.2,33.7,0.849334,413.305
2020-03-20 10:00:00,11.0,45.0,51.0,41.0,16.0,0.8,20.6,86.0,1015.4,1.1,79.0,0.901397,412.606
2020-03-20 11:00:00,10.0,53.0,63.0,48.0,19.0,0.8,21.3,84.0,1015.4,0.6,61.3,0.740042,368.331
2020-03-20 12:00:00,8.0,54.0,77.0,48.0,25.0,0.8,21.8,82.0,1014.4,0.8,56.1,0.723906,369.864
2020-03-20 13:00:00,6.0,56.0,92.0,54.0,26.0,0.8,21.9,83.0,1013.2,1.1,94.6,0.723906,369.864
2020-03-20 14:00:00,6.0,67.0,101.0,58.0,21.0,0.8,22.0,84.0,1012.3,1.1,78.8,0.731298,401.39
2020-03-20 15:00:00,6.0,74.0,100.0,64.0,17.0,0.8,22.0,84.0,1011.7,1.1,101.8,0.761729,380.955
2020-03-20 16:00:00,6.0,75.0,110.0,64.0,14.0,0.8,21.5,88.0,1011.4,1.0,115.2,0.836847,409.425
2020-03-20 17:00:00,5.0,75.0,71.0,56.0,6.0,0.8,21.2,92.0,1011.4,0.8,101.5,0.805377,414.94
2020-03-20 18:00:00,4.0,67.0,24.0,42.0,11.0,0.7,21.0,93.0,1011.6,1.2,122.4,0.86587,423.609
2020-03-20 19:00:00,4.0,68.0,31.0,31.0,7.0,0.8,20.9,93.0,1011.9,0.7,94.5,0.923641,422.023
2020-03-20 20:00:00,5.0,71.0,40.0,39.0,0.0,0.8,21.0,93.0,1012.6,1.0,78.8,0.854884,423.918
2020-03-20 21:00:00,4.0,71.0,48.0,41.0,0.0,0.8,21.1,92.0,1013.4,1.1,103.4,0.948333,427.016
2020-03-20 22:00:00,4.0,71.0,36.0,39.0,0.0,0.7,21.0,93.0,1013.8,0.6,89.3,0.89948,421.444
2020-03-20 23:00:00,4.0,72.0,36.0,38.0,0.0,0.7,21.0,93.0,1013.8,0.8,106.3,0.902794,420.894
2020-03-21 00:00:00,4.0,57.0,29.0,38.0,8.0,0.7,20.7,94.0,1013.6,1.4,115.2,0.905856,417.865
2020-03-21 01:00:00,4.0,58.0,44.0,36.0,4.0,0.8,20.8,94.0,1012.9,0.9,99.9,0.937104,417.964
2020-03-21 02:00:00,4.0,45.0,32.0,38.0,13.0,0.8,20.9,94.0,1012.2,1.0,113.0,0.795756,418.428
2020-03-21 03:00:00,3.0,30.0,26.0,27.0,26.0,0.7,21.0,95.0,1011.7,0.7,91.6,0.742156,418.12
2020-03-21 04:00:00,4.0,21.0,25.0,29.0,36.0,0.7,21.2,94.0,1011.6,1.3,117.5,0.796045,417.577
2020-03-21 05:00:00,3.0,20.0,28.0,22.0,33.0,0.7,21.4,94.0,1011.6,0.8,93.1,0.807618,415.71
2020-03-21 06:00:00,4.0,19.0,30.0,26.0,37.0,0.6,21.6,94.0,1012.4,1.1,92.1,0.934079,390.711
2020-03-21 07:00:00,4.0,22.0,34.0,26.0,37.0,0.6,21.9,94.0,1013.1,1.1,112.8,0.903877,391.881
2020-03-21 08:00:00,4.0,21.0,26.0,24.0,41.0,0.7,22.4,92.0,1014.2,1.0,117.1,0.845193,413.354
2020-03-21 09:00:00,3.0,24.0,30.0,24.0,40.0,0.7,23.3,88.0,1014.5,1.5,118.9,0.796289,394.424
2020-03-21 10:00:00,4.0,32.0,45.0,25.0,30.0,0.6,23.8,87.0,1014.8,1.3,101.6,0.871759,394.269
2020-03-21 11:00:00,4.0,27.0,48.0,29.0,43.0,0.6,24.1,86.0,1014.6,1.6,129.2,0.850142,392.957
2020-03-21 12:00:00,4.0,16.0,50.0,28.0,52.0,0.6,25.5,79.0,1013.4,1.5,112.9,0.832702,391.228
2020-03-21 13:00:00,4.0,17.0,50.0,23.0,51.0,0.6,25.6,79.0,1012.6,1.4,107.3,0.806993,390.768
2020-03-21 14:00:00,4.0,24.0,44.0,22.0,45.0,0.6,25.8,78.0,1011.8,1.5,102.2,0.806993,390.768
2020-03-21 15:00:00,4.0,22.0,55.0,26.0,43.0,0.6,26.0,77.0,1011.2,1.4,253.8,0.775643,391.879
2020-03-21 16:00:00,4.0,22.0,36.0,17.0,36.0,0.6,25.9,77.0,1011.1,1.3,53.7,0.669624,394.494
2020-03-21 17:00:00,4.0,34.0,49.0,20.0,22.0,0.7,25.3,81.0,1011.1,1.2,94.6,0.600313,396.096
2020-03-21 18:00:00,4.0,38.0,58.0,26.0,24.0,0.7,24.3,85.0,1011.3,1.3,96.3,0.55887,396.903
2020-03-21 19:00:00,3.0,29.0,49.0,22.0,28.0,0.7,23.9,87.0,1012.0,1.5,119.8,0.62499,398.001
2020-03-21 20:00:00,4.0,26.0,43.0,26.0,25.0,0.6,23.7,87.0,1012.6,1.0,94.2,0.613767,404.305
2020-03-21 21:00:00,3.0,35.0,44.0,27.0,12.0,0.7,23.2,89.0,1013.0,0.7,91.1,0.57659,407.237
2020-03-21 22:00:00,3.0,25.0,41.0,25.0,23.0,0.6,22.9,90.0,1012.8,0.9,78.5,0.596545,413.498
2020-03-21 23:00:00,3.0,24.0,41.0,25.0,21.0,0.6,22.6,91.0,1013.0,0.6,77.7,0.60597,413.713
2020-03-22 00:00:00,3.0,25.0,44.0,27.0,20.0,0.6,22.4,92.0,1012.6,0.8,87.1,0.604584,411.787
2020-03-22 01:00:00,3.0,27.0,51.0,25.0,23.0,0.6,22.4,92.0,1012.2,0.9,106.0,0.571397,408.669
2020-03-22 02:00:00,4.0,17.0,49.0,24.0,28.0,0.6,22.3,92.0,1011.3,0.6,105.5,0.540561,396.485
2020-03-22 03:00:00,4.0,20.0,48.0,28.0,26.0,0.6,22.3,92.0,1010.8,1.0,105.2,0.787465,414.654
2020-03-22 04:00:00,4.0,22.0,44.0,27.0,20.0,0.6,22.2,93.0,1010.6,0.7,86.9,0.876611,413.165
2020-03-22 05:00:00,4.0,36.0,43.0,30.0,3.0,0.6,21.9,94.0,1011.3,0.8,39.9,0.779118,411.305
2020-03-22 06:00:00,4.0,35.0,46.0,25.0,4.0,0.6,21.7,94.0,1012.1,0.7,81.5,0.840166,413.301
2020-03-22 07:00:00,4.0,24.0,40.0,30.0,12.0,0.6,22.1,95.0,1012.9,0.5,17.4,0.834259,410.837
2020-03-22 08:00:00,4.0,25.0,32.0,34.0,20.0,0.7,23.7,86.0,1013.6,0.7,116.1,0.755623,410.602
2020-03-22 09:00:00,7.0,21.0,33.0,34.0,29.0,0.7,25.6,76.0,1014.2,0.8,199.8,0.988038,409.569
2020-03-22 10:00:00,11.0,14.0,29.0,24.0,46.0,0.6,26.6,69.0,1014.2,1.4,235.9,0.834991,365.161
2020-03-22 11:00:00,10.0,14.0,36.0,18.0,71.0,0.6,27.6,63.0,1013.7,1.4,223.7,0.633652,365.285
2020-03-22 12:00:00,9.0,9.0,39.0,19.0,96.0,0.6,28.8,58.0,1013.0,1.5,236.0,0.633652,365.285
2020-03-22 13:00:00,11.0,7.0,43.0,22.0,100.0,0.5,28.9,57.0,1011.9,1.8,232.0,0.561554,368.646
2020-03-22 14:00:00,12.0,7.0,30.0,18.0,104.0,0.5,29.9,54.0,1010.7,1.4,228.6,0.675898,373.916
2020-03-22 15:00:00,8.0,8.0,37.0,18.0,107.0,0.6,29.6,57.0,1009.9,1.8,171.4,0.88771,422.048
2020-03-22 16:00:00,5.0,15.0,63.0,23.0,96.0,0.6,28.0,65.0,1009.6,2.5,124.4,0.960244,424.712
2020-03-22 17:00:00,4.0,15.0,38.0,20.0,80.0,0.6,27.0,70.0,1009.6,2.8,131.6,0.895505,425.794
2020-03-22 18:00:00,4.0,27.0,46.0,16.0,54.0,0.6,26.2,75.0,1009.8,2.1,117.3,0.994656,427.211
2020-03-22 19:00:00,4.0,51.0,56.0,21.0,11.0,0.7,25.4,80.0,1010.4,1.0,64.2,0.931731,428.742
2020-03-22 20:00:00,4.0,49.0,58.0,28.0,5.0,0.7,24.8,83.0,1011.4,0.7,58.3,0.954227,427.979
2020-03-22 21:00:00,5.0,50.0,52.0,29.0,0.0,0.7,24.2,86.0,1012.0,0.7,65.4,0.859915,428.768
2020-03-22 22:00:00,5.0,47.0,67.0,27.0,2.0,0.8,24.0,87.0,1012.3,0.9,267.3,0.849489,429.013
2020-03-22 23:00:00,6.0,25.0,39.0,28.0,17.0,0.7,24.2,84.0,1012.2,0.7,316.3,0.834015,427.499
2020-03-23 00:00:00,9.0,23.0,33.0,17.0,18.0,0.7,23.8,85.0,1011.8,1.0,262.4,0.88392,426.113
2020-03-23 01:00:00,8.0,17.0,33.0,27.0,22.0,0.7,23.4,86.0,1011.5,0.4,12.5,0.873134,425.515
2020-03-23 02:00:00,6.0,16.0,27.0,19.0,22.0,0.7,23.2,87.0,1011.3,0.5,318.4,0.81934,424.514
2020-03-23 03:00:00,6.0,19.0,29.0,21.0,16.0,0.7,23.0,88.0,1011.0,0.6,65.8,0.84152,421.328
2020-03-23 04:00:00,5.0,27.0,36.0,19.0,10.0,0.7,23.1,88.0,1011.0,0.6,19.1,0.908092,419.691
2020-03-23 05:00:00,5.0,33.0,35.0,19.0,0.0,0.7,22.6,90.0,1011.5,0.7,74.9,0.95145,417.288
2020-03-23 06:00:00,5.0,31.0,47.0,23.0,0.0,0.7,22.3,92.0,1012.1,0.5,68.3,0.885644,412.854
2020-03-23 07:00:00,5.0,31.0,40.0,29.0,3.0,0.8,23.1,89.0,1012.7,0.6,68.4,0.955852,411.829
2020-03-23 08:00:00,7.0,35.0,35.0,28.0,14.0,0.9,24.8,80.0,1013.3,1.4,214.5,0.972961,408.518
2020-03-23 09:00:00,13.0,17.0,23.0,30.0,41.0,0.8,26.1,70.0,1013.8,1.8,228.8,1.0,410.598
2020-03-23 10:00:00,11.0,7.0,20.0,16.0,52.0,0.6,27.3,63.0,1014.1,1.9,241.6,1.0,411.945
2020-03-23 11:00:00,7.0,10.0,23.0,11.0,69.0,0.6,28.3,61.0,1013.8,1.5,249.5,0.892088,410.947
2020-03-23 12:00:00,7.0,8.0,49.0,18.0,93.0,0.6,28.9,59.0,1013.0,1.4,251.2,0.835861,410.332
2020-03-23 13:00:00,8.0,10.0,52.0,17.0,111.0,0.5,29.8,56.0,1011.9,1.5,259.5,0.835861,410.332
2020-03-23 14:00:00,9.0,8.0,57.0,21.0,119.0,0.5,30.5,54.0,1011.0,1.4,254.5,0.801803,413.305
2020-03-23 15:00:00,6.0,8.0,65.0,24.0,120.0,0.5,30.6,54.0,1010.2,1.2,267.0,0.825016,415.397
2020-03-23 16:00:00,6.0,19.0,51.0,23.0,111.0,0.6,29.4,59.0,1009.9,1.6,115.6,0.942381,418.948
2020-03-23 17:00:00,4.0,25.0,49.0,22.0,88.0,0.6,27.6,68.0,1009.8,1.6,131.1,1.0,419.739
2020-03-23 18:00:00,4.0,27.0,32.0,22.0,60.0,0.6,26.8,72.0,1010.1,2.4,126.4,0.617214,418.802
2020-03-23 19:00:00,4.0,28.0,30.0,23.0,44.0,0.6,26.3,74.0,1010.8,1.3,103.5,0.552435,403.133
2020-03-23 20:00:00,5.0,57.0,40.0,25.0,5.0,0.6,25.8,78.0,1011.7,1.0,64.1,0.525575,432.032
2020-03-23 21:00:00,4.0,58.0,58.0,26.0,0.0,0.7,25.8,79.0,1012.4,1.0,89.1,0.492877,415.795
2020-03-23 22:00:00,4.0,50.0,52.0,29.0,0.0,0.7,25.4,82.0,1012.6,1.8,124.6,0.991916,436.732
2020-03-23 23:00:00,4.0,35.0,46.0,21.0,8.0,0.6,24.9,84.0,1012.6,1.4,105.8,0.982105,437.34
2020-03-24 00:00:00,4.0,22.0,30.0,20.0,19.0,0.5,24.4,83.0,1012.6,1.9,116.8,0.714377,407.494
2020-03-24 01:00:00,4.0,18.0,28.0,12.0,29.0,0.5,23.8,82.0,1012.5,1.9,115.2,0.567797,401.304
2020-03-24 02:00:00,4.0,20.0,36.0,24.0,35.0,0.5,23.4,82.0,1012.3,1.8,111.8,0.680239,403.22
2020-03-24 03:00:00,4.0,36.0,42.0,23.0,25.0,0.6,23.0,83.0,1012.0,1.9,111.3,0.843012,423.454
2020-03-24 04:00:00,3.0,28.0,44.0,30.0,37.0,0.6,22.7,84.0,1011.7,1.8,118.5,0.780909,423.354
2020-03-24 05:00:00,4.0,21.0,36.0,29.0,46.0,0.6,22.6,83.0,1012.1,1.5,109.7,0.90158,423.315
2020-03-24 06:00:00,3.0,21.0,35.0,28.0,50.0,0.6,22.5,82.0,1013.0,1.8,118.9,0.818062,421.801
2020-03-24 07:00:00,3.0,21.0,38.0,28.0,62.0,0.6,22.5,81.0,1014.0,1.8,118.2,0.712058,420.478
2020-03-24 08:00:00,4.0,34.0,43.0,31.0,53.0,0.6,22.9,79.0,1014.9,1.5,112.5,0.683321,420.597
2020-03-24 09:00:00,4.0,36.0,51.0,33.0,54.0,0.6,23.2,77.0,1015.6,1.8,95.1,0.916011,420.905
2020-03-24 10:00:00,5.0,32.0,51.0,30.0,60.0,0.6,23.8,74.0,1015.5,1.8,112.9,0.770213,420.535
2020-03-24 11:00:00,4.0,34.0,46.0,32.0,58.0,0.6,24.2,72.0,1015.2,1.8,74.4,0.835671,420.815
2020-03-24 12:00:00,4.0,25.0,49.0,25.0,71.0,0.6,24.4,70.0,1014.5,2.2,113.3,0.894444,420.436
2020-03-24 13:00:00,4.0,18.0,63.0,22.0,83.0,0.6,25.6,64.0,1013.4,1.7,105.2,0.853056,419.877
2020-03-24 14:00:00,4.0,9.0,45.0,19.0,102.0,0.6,26.8,60.0,1012.4,1.5,203.0,0.853056,419.877
2020-03-24 15:00:00,3.0,12.0,44.0,18.0,113.0,0.6,27.1,60.0,1011.7,1.5,119.5,0.848787,409.674
2020-03-24 16:00:00,4.0,15.0,42.0,22.0,110.0,0.6,27.4,59.0,1011.1,1.1,124.3,0.381961,389.59
2020-03-24 17:00:00,3.0,21.0,50.0,19.0,94.0,0.6,26.6,61.0,1010.9,1.4,96.6,0.238294,393.48
2020-03-24 18:00:00,4.0,23.0,45.0,20.0,92.0,0.6,26.2,62.0,1010.8,1.5,111.6,0.343055,395.229
2020-03-24 19:00:00,4.0,25.0,49.0,24.0,76.0,0.6,25.6,65.0,1010.9,1.3,85.4,0.346938,398.063
2020-03-24 20:00:00,4.0,33.0,46.0,28.0,56.0,0.6,24.9,70.0,1011.6,1.2,256.6,0.260576,400.737
2020-03-24 21:00:00,8.0,40.0,62.0,27.0,50.0,0.7,24.2,73.0,1012.3,1.7,249.8,0.276205,403.548
2020-03-24 22:00:00,10.0,35.0,59.0,31.0,48.0,0.7,23.3,76.0,1012.7,1.8,244.9,0.296533,406.083
2020-03-24 23:00:00,7.0,25.0,55.0,34.0,52.0,0.6,22.6,79.0,1013.0,1.5,289.8,0.321408,406.695
2020-03-25 00:00:00,5.0,10.0,27.0,27.0,73.0,0.5,22.2,78.0,1013.0,1.5,58.1,0.483014,411.396
2020-03-25 01:00:00,4.0,6.0,22.0,16.0,73.0,0.5,22.4,77.0,1012.6,1.2,7.0,0.371304,402.542
2020-03-25 02:00:00,4.0,6.0,27.0,14.0,77.0,0.4,22.6,77.0,1012.0,1.2,82.3,0.417339,397.612
2020-03-25 03:00:00,4.0,6.0,31.0,12.0,74.0,0.5,22.5,78.0,1011.5,1.6,113.0,0.821317,420.316
2020-03-25 04:00:00,3.0,13.0,36.0,17.0,61.0,0.5,22.3,80.0,1011.3,1.4,115.7,0.793163,415.87
2020-03-25 05:00:00,4.0,25.0,32.0,15.0,43.0,0.5,22.3,81.0,1011.7,1.3,95.6,0.801629,413.26
2020-03-25 06:00:00,3.0,33.0,34.0,16.0,34.0,0.5,22.1,81.0,1012.4,1.2,87.9,0.775954,411.973
2020-03-25 07:00:00,4.0,39.0,36.0,15.0,36.0,0.5,22.2,80.0,1013.0,1.7,86.0,0.7934,411.821
2020-03-25 08:00:00,4.0,38.0,42.0,15.0,43.0,0.5,22.5,78.0,1013.4,1.9,83.5,0.809442,389.454
2020-03-25 09:00:00,4.0,28.0,40.0,20.0,56.0,0.5,23.5,73.0,1013.8,2.1,91.2,0.805887,391.693
2020-03-25 10:00:00,4.0,19.0,51.0,18.0,64.0,0.5,23.9,71.0,1014.1,2.0,98.4,0.713226,392.538
2020-03-25 11:00:00,4.0,20.0,41.0,21.0,68.0,0.5,24.6,68.0,1013.7,2.2,92.4,0.695959,386.738
2020-03-25 12:00:00,4.0,17.0,55.0,21.0,78.0,0.5,25.4,66.0,1013.0,2.3,114.0,0.695959,386.738
2020-03-25 13:00:00,4.0,12.0,50.0,20.0,95.0,0.5,26.0,65.0,1012.2,1.7,104.7,0.661144,389.228
2020-03-25 14:00:00,4.0,14.0,40.0,20.0,100.0,0.5,26.5,64.0,1010.8,2.0,98.2,0.671121,388.685
2020-03-25 15:00:00,4.0,16.0,55.0,21.0,89.0,0.5,26.3,65.0,1009.9,2.2,102.6,0.762249,403.104
2020-03-25 16:00:00,3.0,15.0,38.0,19.0,81.0,0.5,26.6,64.0,1009.3,2.1,113.4,0.673024,414.635
2020-03-25 17:00:00,3.0,14.0,45.0,19.0,83.0,0.5,26.4,65.0,1009.3,1.8,115.7,0.660316,418.411
2020-03-25 18:00:00,3.0,18.0,46.0,25.0,67.0,0.5,25.6,68.0,1009.3,1.7,113.4,0.617902,414.994
2020-03-25 19:00:00,4.0,25.0,38.0,19.0,50.0,0.6,25.2,70.0,1009.8,1.3,88.5,0.660614,434.94
2020-03-25 20:00:00,4.0,28.0,44.0,22.0,41.0,0.6,24.8,72.0,1010.6,1.1,300.3,0.792517,440.793
2020-03-25 21:00:00,5.0,22.0,48.0,21.0,47.0,0.6,24.4,73.0,1011.9,1.4,245.5,0.738099,441.566
2020-03-25 22:00:00,6.0,20.0,48.0,24.0,48.0,0.6,24.1,76.0,1012.7,1.6,238.1,0.78203,433.008
2020-03-25 23:00:00,5.0,15.0,37.0,22.0,51.0,0.6,23.7,78.0,1012.7,0.9,252.1,0.788399,419.547
2020-03-26 00:00:00,5.0,14.0,36.0,26.0,49.0,0.6,23.6,78.0,1012.5,1.0,195.1,0.837363,418.425
2020-03-26 01:00:00,5.0,32.0,42.0,26.0,32.0,0.5,23.0,82.0,1011.6,1.8,113.9,0.757584,412.997
2020-03-26 02:00:00,4.0,14.0,39.0,21.0,46.0,0.5,22.9,83.0,1011.1,1.3,102.0,0.899601,419.329
2020-03-26 03:00:00,3.0,10.0,37.0,23.0,46.0,0.5,22.8,84.0,1010.6,1.5,109.3,0.914803,427.147
2020-03-26 04:00:00,3.0,31.0,35.0,19.0,20.0,0.5,22.4,86.0,1010.3,1.2,99.4,1.0,426.627
2020-03-26 05:00:00,3.0,34.0,30.0,22.0,17.0,0.5,22.6,85.0,1010.7,1.2,73.6,0.854714,425.958
2020-03-26 06:00:00,3.0,32.0,33.0,25.0,17.0,0.6,22.6,84.0,1011.1,1.1,85.9,0.846806,414.369
2020-03-26 07:00:00,3.0,35.0,30.0,27.0,19.0,0.6,22.8,84.0,1011.4,1.9,118.2,0.800031,388.223
2020-03-26 08:00:00,4.0,31.0,35.0,23.0,22.0,0.6,23.1,86.0,1011.9,1.4,110.4,0.726648,387.035
2020-03-26 09:00:00,4.0,28.0,25.0,22.0,28.0,0.6,24.0,81.0,1012.6,1.3,106.4,0.658019,386.278
2020-03-26 10:00:00,3.0,15.0,28.0,21.0,44.0,0.5,24.9,77.0,1012.8,1.6,101.4,0.692818,387.388
2020-03-26 11:00:00,3.0,12.0,29.0,17.0,51.0,0.5,25.7,72.0,1012.5,1.7,89.8,0.692599,386.633
2020-03-26 12:00:00,3.0,6.0,20.0,17.0,57.0,0.5,26.4,69.0,1011.8,2.1,118.0,0.697234,385.831
2020-03-26 13:00:00,3.0,6.0,29.0,14.0,57.0,0.5,26.6,68.0,1011.0,1.8,96.0,0.697234,385.831
2020-03-26 14:00:00,3.0,9.0,32.0,13.0,57.0,0.5,26.6,69.0,1010.1,1.6,101.2,0.681559,388.236
2020-03-26 15:00:00,3.0,14.0,33.0,14.0,56.0,0.5,26.6,70.0,1009.4,1.6,111.3,0.617054,391.687
2020-03-26 16:00:00,3.0,22.0,48.0,18.0,47.0,0.5,26.5,71.0,1009.2,1.7,87.8,0.54773,395.273
2020-03-26 17:00:00,3.0,27.0,49.0,17.0,39.0,0.5,25.8,76.0,1009.1,2.2,119.6,0.506041,399.767
2020-03-26 18:00:00,3.0,26.0,46.0,12.0,37.0,0.5,25.3,78.0,1009.4,2.0,117.3,0.475502,404.217
2020-03-26 19:00:00,2.0,19.0,46.0,19.0,39.0,0.5,24.7,81.0,1010.3,1.7,118.0,0.407572,405.589
2020-03-26 20:00:00,2.0,26.0,43.0,15.0,29.0,0.5,24.2,83.0,1011.0,1.8,120.6,0.374273,407.311
2020-03-26 21:00:00,3.0,21.0,40.0,23.0,32.0,0.5,24.2,83.0,1011.9,1.7,113.7,0.358052,407.832
